Link,Name,Brand,DiscountedPrice,DiscountedPercent,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description,data_source,ID,Discounted Price,Discount Precent,Sold Quanity,Origin,Charging Port,Screen Size,Warranty Duration,Number Review
https://cellphones.com.vn/iphone-16-pro-max.html,iPhone 16 Pro Max 256GB | Chính hãng VN/A,Apple,30490000,Giảm 13%,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, 2µm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%
Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm,ƒ/2.2 và trường ảnh 120°, Hybrid Focus Pixels, ảnh có độ phân giải",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,2868x1320,,6.9,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,293.0,"Màn hình Super Retina XDR 6,9 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh.
iPhone 16 Pro Max có thiết kế titan cấp 5 với lớp hoàn thiện mới, tinh tế được xử lý bề mặt vi điểm.
iPhone 16 Pro Max được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25.html,Samsung Galaxy S25 256GB,Samsung,19690000,Giảm 14%,,,12MP,"Camera siêu rộng 12MP
Camera góc rộng 50MP
Camera Tele 10MP","Tốc độ CPU 4.47GHz, 3.5GHz
8 nhân",,,2340x1080,,6.2,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1.0,"Màn hình Dynamic AMOLED 2X 6.2 inch 120Hz – Hiển thị sắc nét, mượt mà, tiết kiệm pin.
Chip Snapdragon 8 Elite – Hiệu năng mạnh mẽ, tối ưu AI, tiết kiệm năng lượng.
Camera 50MP + Zoom quang 3X – Cảm biến lớn, chụp đêm tốt, quay video 8K.
Thiết kế cao cấp, IP68 – Chống nước, chống bụi, bền bỉ và sang trọng.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/xiaomi-14t-pro.html,Xiaomi 14T Pro 12GB 512GB,Xiaomi,16990000,Giảm 6%,,,"32MPƒ/2,0
Độ dài tiêu cự tương đương 25 mm
FOV 80,8˚
Chế độ ban đêm
HDR
Tính năng chụp ảnh bằng lòng bàn tay","Máy ảnh chính: 50MP, 23mm, ƒ/1 6
Máy ảnh góc siêu rộng: 12MP, 15mm, ƒ/2 2
Máy ảnh tele: 50MP, 60mm, ƒ/2 0","1 x Cortex-X4, tối đa 3,4GHz; 3 x Cortex-X4, lên đến 2,85GHz; 4 x Cortex-A720, lên đến 2.0GHz",,,1220x2712,,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,58.0,"Hiệu năng Xiaomi 14T Pro 5G mạnh mẽ với chip MediaTek Dimensity 9300+ - Hiệu suất tối ưu cho các tác vụ nặng như chơi game, xử lý đồ họa và đa nhiệm mượt mà.
Màn hình AMOLED 6.67 inch 144Hz siêu mượt - Trải nghiệm hình ảnh sắc nét, mọi thao tác trở nên mượt mà hơn, từ lướt web đến chơi game.
Pin 5.000mAh và sạc nhanh 120W - Điện thoại Xiaomi 14T Pro 5G giúp bạn sạc đầy chỉ trong vòng chưa đến 20 phút, đảm bảo thời lượng sử dụng lâu dài suốt cả ngày.
Hỗ trợ 5G và Wi-Fi 7 - Tốc độ kết nối siêu nhanh, giúp bạn trải nghiệm mượt mà từ xem video trực tuyến đến chơi game mà không lo bị gián đoạn.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/oppo-reno10-pro-plus.html,OPPO Reno10 Pro+ 5G 12GB 256GB,OPPO,10990000,Giảm 45%,,,"Camera góc rộng: 32 MP, f/2.4","Camera góc rộng: 50 MP
Kính tiềm vọng: 64 MP, PDAF, 5x optical zoom
Camera góc siêu rộng: 8 MP, f/2.2",1x3.0 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510,,,1240x2772,,6.74,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,11.0,"Trải nghiệm hình ảnh sống động, rực rỡ và sắc nét với tấm nền AMOLED 6.74 inch cùng tần số quét 120Hz mượt mà.
Hiệu năng mạnh mẽ cho khả năng xử lý đa nhiệm mượt mà, chơi game cấu hình cao.
Chụp ảnh chuyên nghiệp, sắc nét và ấn tượng với camera sau AI 50MP (chính) & Phụ 64 MP, 8 MP
Sử dụng thoải mái cả ngày dài với pin dung lượng cao 4700mAh, hỗ trợ sạc nhanh SuperVOOC 100W.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/xiaomi-14t.html,Xiaomi 14T 12GB 512GB,Xiaomi,12490000,Giảm 11%,,,"32MPƒ/2,0
FOV 80,8˚
Chế độ ban đêm
HDR
Tính năng chụp ảnh bằng lòng bàn tay","Camera chính: 50MP, 23mm, ƒ/1 7 Cảm biến hình ảnh IMX906 của Sony 2 0 m Super Pixel
Máy ảnh tele: 50MP, 50mm, ƒ/1 9
Máy ảnh góc siêu rộng: 12MP, 15mm, ƒ/2 2","1x Cortex-A715, Lên đến 3,35GHz; 3x Cortex-A715, Lên đến 3,2GHz; 4x Cortex-A510 lên đến 2,2GHz",,,1220x2712,,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,40.0,"Hiệu năng mạnh mẽ với chip MediaTek Dimensity 8300-Ultra - Mang lại hiệu năng tốt cho các tác vụ hàng ngày, từ lướt web, xem video đến chơi game với độ ổn định cao.
Thấu kính quang học Leica Summilux - Ghi lại những bức ảnh chi tiết, sắc nét phù hợp với nhu cầu nhiếp ảnh di động và quay phim chất lượng cao.
Màn hình 144Hz AMOLED cho màu sắc sống động, độ sáng cao và khả năng tái hiện hình ảnh chân thực, mang lại trải nghiệm xem phim, chơi game tuyệt vời.
Xiaomi 14T trang bị pin lớn 5.000mAh, kết hợp với công nghệ sạc nhanh 67W - Sạc đầy nhanh chóng và duy trì thời gian sử dụng suốt cả ngày.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-15.html,iPhone 15 128GB | Chính hãng VN/A,Apple,15790000,Giảm 21%,,,"12MP, ƒ/1.9",Chính 48 MP & Phụ 12 MP,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2556x1179,,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,72.0,"Thiết kế thời thượng và bền bỉ - Mặt lưng kính được pha màu xu hướng cùng khung viền nhôm bền bỉ
Dynamic Island hiển thị linh động mọi thông báo ngay lập tức giúp bạn nắm bắt mọi thông tin
Chụp ảnh đẹp nức lòng - Camera chính 48MP, Độ phân giải lên đến 4x và Tele 2x chụp chân dung hoàn hảo
Pin dùng cả ngày không lắng lo - Thời gian xem video lên đến 20 giờ và sạc nhanh qua cổng USB-C tiện lợi
Cải tiến hiệu năng vượt bậc - A16 Bionic mạnh mẽ giúp bạn cân mọi tác vụ dù có yêu cầu đồ hoạ cao",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s24-fe.html,Samsung Galaxy S24 FE 5G 8GB 128GB,Samsung,12790000,Giảm 25%,,,10MP,50MP + 12vMP + 8MP,,,,1080x2400,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,6.0,"Màn hình Dynamic AMOLED 120Hz - Mang lại trải nghiệm hình ảnh siêu mượt mà, màu sắc sống động.
Chip Exynos 2400e (4nm) cung cấp hiệu năng vượt trội, xử lý mượt mà mọi tác vụ từ chơi game đồ họa cao cho đến đa nhiệm ứng dụng.
Camera 50MP chuyên nghiệp với tính năng AI vượt trội giúp bạn chụp ảnh chất lượng cao trong mọi điều kiện ánh sáng.
Với viên pin dung lượng 4700mAh và công nghệ sạc nhanh 25W - Galaxy S24 FE đảm bảo sử dụng bền bỉ suốt ngày dài.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14.html,Xiaomi Redmi Note 14 6GB 128GB,Xiaomi,4790000,Giảm 4%,,,Camera trước 20MP - f/2.2,"Hệ thống camera AI 108MP
Camera đo chiều sâu 2MP - f/2.4
Camera cận cảnh 2MP - f/2.4","8 nhân, lên đến 2.2GHz",,,1080x2400,,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,104.0,"Redmi Note 14 sở hữu camera AI 108MP kết hợp với zoom trong cảm biến 3x, cho ra những bức ảnh sắc nét, chi tiết dù chụp chủ thể ở xa hay cận cảnh phức tạp.
Sản phẩm được trang bị bộ xử lý MediaTek Helio G99-Ultra 6nm, mang đến hiệu suất mượt mà, phản hồi nhanh, dù là đa nhiệm, chơi game hay phát trực tuyến.
Màn hình Xiaomi Redmi Note 14 6,67 inch, tốc độ làm mới lên đến 120Hz đảm bảo dù ở trong nhà hay ngoài trời mang đến trải nghiệm xem thú vị, đắm chìm.
Thiết kế với các cạnh bo tròn, tiện dụng giúp bạn dễ dàng cầm nắm, dù đang di chuyển trong ngày làm việc bận rộn hay thư giãn vào buổi tối.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-oppo-find-n5.html,OPPO FIND N5,OPPO,44990000,,,,"Màn hình chính: 8MP, ƒ/2.4
Màn hình ngoài: 8MP, ƒ/2.4","50MP, ƒ/1.8 OIS (Chính) + 8MP, ƒ/2.2 (Góc rộng) + 50MP, ƒ/2.7 (Tele)",,,,2x480,,8.12,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,6.0,"Chip Snapdragon 8 Elite, RAM 16GB, bộ nhớ trong 512GB, xử lý mượt mà mọi tác vụ
Màn hình AMOLED 8.12"" (trong) & 6.62"" (ngoài), tần số quét 120Hz, hiển thị sắc nét
Camera chính & tele 50MP, góc rộng 8MP, chụp ảnh sắc nét, zoom quang học ấn tượng
Dung lượng 5,600mAh, sạc nhanh 80W, sử dụng cả ngày dài",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-16-pro.html,iPhone 16 Pro 128GB | Chính hãng VN/A,Apple,24990000,Giảm 14%,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Hỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6
Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2622x1206,,6.3,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,39.0,"Màn hình Super Retina XDR 6,3 inch lớn hơn có viền mỏng hơn, đem đến cảm giác tuyệt vời khi cầm trên tay.
Điều khiển Camera - Chỉ cần trượt ngón tay để điều chỉnh camera giúp chụp ảnh hoặc quay video đẹp hoàn hảo và siêu nhanh. 
Tính năng quay video đẳng cấp với 4K Dolby Vision tốc độ 120 fps — độ phân giải và tốc độ khung hình cao nhất hiện nay của Apple.
iPhone 16 Pro được cài đặt sẵn hệ điều hành iOS 18, cho giao diện trực quan, dễ sử dụng và nhiều tính năng hữu ích.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-13.html,iPhone 13 128GB | Chính hãng VN/A,Apple,11590000,Giảm 17%,,,"12MP, f/2.2","Camera góc rộng: 12MP, f/1.6
Camera góc siêu rộng: 12MP, ƒ/2.4",3.22 GHz,,,2532x1170,,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,320.0,"Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ, hỗ trợ mạng 5G tốc độ cao
Không gian hiển thị sống động - Màn hình 6.1"" Super Retina XDR độ sáng cao, sắc nét
Trải nghiệm điện ảnh đỉnh cao - Camera kép 12MP, hỗ trợ ổn định hình ảnh quang học
Tối ưu điện năng - Sạc nhanh 20 W, đầy 50% pin trong khoảng 30 phút",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-15-pro-max.html,iPhone 15 Pro Max 256GB | Chính hãng VN/A,Apple,27990000,Giảm 20%,,,"12MP, ƒ/1.9","Camera chính: 48MP, 24 mm, ƒ/1.78
Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2
Camera Tele: 12 MP",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,2796x1290,,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,186.0,"Thiết kế khung viền từ titan chuẩn hàng không vũ trụ - Cực nhẹ, bền cùng viền cạnh mỏng cầm nắm thoải mái
Hiệu năng Pro chiến game thả ga - Chip A17 Pro mang lại hiệu năng đồ họa vô cùng sống động và chân thực
Thoả sức sáng tạo và quay phim chuyên nghiệp - Cụm 3 camera sau đến 48MP và nhiều chế độ tiên tiến
Nút tác vụ mới giúp nhanh chóng kích hoạt tính năng yêu thích của bạn",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-5g.html,Xiaomi Redmi Note 14 5G 8GB 256GB,Xiaomi,7290000,,,,"20MP, ƒ/2.2","108MP, ƒ/1.7
8MP góc siêu rộng, ƒ/2.2
2MP Macro, ƒ/2.4","Octa-core processor, up to 2.5GHz
Tiền trình 6nm",,,1080x2400,,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.7/5,3.0,"Thiết kế Xiaomi Redmi Note 14 5G mỏng với khả năng kháng bụi và nước IP642 cùng kính Gorilla Glass 5, sử dụng bền bỉ hơn
Hiệu suất mạnh mẽ với vi xử lý MediaTek Dimensity 7025-Ultra và pin 5110mAh đảm bảo hiệu suất mượt mà suốt cả ngày
Màn hình 120Hz sáng rõ, độ sáng tối đa 2100 nits, mang lại trải nghiệm xem sắc nét ngay cả dưới ánh nắng
Redmi Note 14 5G với camera AI 108MP ấn tượng hệ thống camera với OIS và tính năng chụp ban đêm, nâng tầm nhiếp ảnh và video
Tiện lợi và an toàn, mở khóa nhanh với cảm biến vân tay trong màn hình",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-nothing-phone-2a-plus.html,Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS,Chuẩn NFC,8490000,Giảm 26%,,,"50 MP, f/2.2, 1/2.76""","Camera chính: 50 MP, f/1.88, 1/1.57""
Camera góc siêu rộng: 50 MP, f/2.2, 1/2.76""",Up to 3.0 GHz,,,1080x2412,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,5.0,"Màn hình lớn, sắc nét, hỗ trợ tần số quét 120Hz mang lại trải nghiệm mượt mà cho cả việc xem nội dung và chơi game.
Chip MediaTek Dimensity 7350 Pro 5G, Nothing Phone 2 mang đến hiệu suất cao, hỗ trợ tốt các tác vụ đa nhiệm và chơi game nặng.
Hệ thống camera kép với cảm biến chính 50MP và một cảm biến siêu rộng 50MP đem lại những ảnh chụp và video siêu chất lượng.
Pin dung lượng cao 5000 mAh, hỗ trợ sạc nhanh 50W giúp người dùng yên tâm sử dụng cả ngày mà không lo gián đoạn.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/samsung-galaxy-z-flip-6.html,Samsung Galaxy Z Flip6 12GB 256GB,Samsung,20990000,Giảm 28%,,,"10.0 MP, f/2.2","Camera góc chụp rộng: 50.0 MP, f/1.8, thu phóng quang học 2x
Góc chụp siêu rộng: 12.0 MP, f/2.2","8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",,,1080x2640,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,20.0,"Chip Snapdragon 8 Gen 3 8 nhân mang đến hiệu năng mạnh mẽ, cho phép bạn xử lý các tác vụ hàng ngày một cách mượt mà.
Màn hình gập 6.7 inch Dynamic AMOLED 2X 120Hz mang đến trải nghiệm hình ảnh tuyệt vời, với độ phân giải cao.
Camera sau 50MP + 12MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ. 
Pin dung lượng 4000 mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin. ",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-nubia-neo-3-4g.html,Nubia Neo 3 4G 8GB 128GB,Nubia,3990000,Giảm 11%,,,16MP,50MP + 2MP,Octa-Core (4*Cortex-A76 @ 2.2GHz + 4*Cortex-A55 @2.0GHz),,,,,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,13.0,"RAM 8GB & Bộ nhớ 128GB hỗ trợ đa nhiệm mượt mà và lưu trữ dữ liệu thoải mái cho người dùng
Hệ thống làm mát tiên tiến, giảm thiểu quá nhiệt khi chơi game lâu, đảm bảo hiệu suất ổn định
Pin 6000mAh thời gian sử dụng dài, cho phép chơi game liên tục từ 7-8 giờ hoặc xem video 10-12 giờ
Công nghệ sạc nhanh 33W đảm bảo thiết bị luôn sẵn sàng hoạt động nhanh chóng
Camera 50MP & Màn hình 6.8 inch 120Hz cải thiện chất lượng ảnh và tối ưu hóa trải nghiệm với thao tác mượt mà",CellphoneS,,,,,,,,,
https://cellphones.com.vn/samsung-galaxy-s24-ultra.html,Samsung Galaxy S24 Ultra 12GB 256GB,Samsung,23990000,Giảm 29%,,,"12 MP, f/2.2","Camera chính: 200MP, Laser AF, OIS
Camera: 50MP, PDAF, OIS, zoom quang học 5x
Camera tele: 10MP
Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚","3.39GHz,3.1GHz,2.9GHz,2.2GHz",,,1440x3120,,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,59.0,"Trải nghiệm đỉnh cao trên Samsung S24 Ultra với hiệu năng mạnh mẽ từ vi xử lý tân tiến, kết hợp cùng RAM 12GB cho khả năng đa nhiệm mượt mà.
Lưu trữ thoải mái mọi ứng dụng, hình ảnh và video với bộ nhớ trong 256GB.
Nâng tầm nhiếp ảnh di động với hệ thống camera S24 Ultra 5G tiên tiến, cho ra đời những bức ảnh và video chất lượng chuyên nghiệp.
Thiết kế sang trọng, đẳng cấp, khẳng định phong cách thời thượng.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-nothing-phone-2a.html,Nothing Phone 2A 5G 8GB 128GB - Chỉ có tại CellphoneS,Chuẩn NFC,6690000,Giảm 26%,,,"32 MP, f/2.2, 1/2.74""","50 MP, f/1.88, 1/1.56""
50 MP, f/2.2, 1/2.76"", 114° FOV",Up to 2.8 GHz,,,1080x2412,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,8.0,"Màn hình 6.7 inch AMOLED, tần số quét 120Hz, hiển thị mượt mà, màu sắc rực rỡ.
Chip MediaTek Dimensity 7200 Pro mạnh mẽ với chip hàng đầu, xử lý đa nhiệm và game nặng mượt mà.
Camera kép với cảm biến 50MP, chụp ảnh sắc nét, quay video 4K ấn tượng.
Pin 5000mAh, sạc nhanh - Dung lượng pin lớn, hỗ trợ sạc nhanh, đáp ứng nhu cầu dùng cả ngày dài.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a56.html,Samsung Galaxy A56 5G 8GB 128GB,Samsung,9690000,Giảm 3%,,,"12.0 MP, F/2.2","50.0 MP, F/1.8 + 12.0 MP, F/2.2 + 5.0 MP, F/2.4","8 nhân 2.9GHz, 2.6GHz, 1.9GHz",,,1080x2340,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.5/5,4.0,"Màn hình Samsung A56 6.7 inch FHD+ Super AMOLED, tần số quét 120Hz cho trải nghiệm hiển thị mượt mà, màu sắc sống động.
Camera chính 50MP OIS, hỗ trợ chống rung quang học giúp chụp ảnh và quay video sắc nét trong mọi điều kiện.
Pin 5000mAh bền bỉ, sạc nhanh 45W đáp ứng nhu cầu sử dụng cả ngày dài.
Hiệu năng mạnh mẽ trên Samsung Galaxy A56 5G với chip Exynos 1580, RAM 8GB đa nhiệm mượt mà.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-poco-x7-pro-5g.html,Xiaomi POCO X7 Pro 5G 12GB 256GB - Chỉ có tại CellphoneS,Chuẩn NFC,9190000,Giảm 8%,,,,50MP,,,,1220x2712,,6.67,Xiaomi POCO X7 Pro / Bộ sạc / Cáp USB Type-C / Dụng cụ tháo SIM / Ốp bảo vệ / Thông tin an toàn / Hướng dẫn bắt đầu nhanh / Thẻ bảo hành,5.0/5,30.0,"Hiệu năng vượt trội với Dimensity 8400-Ultra: Bộ vi xử lý hàng đầu mang lại tốc độ xử lý mạnh mẽ, tối ưu hóa cho mọi tác vụ từ chơi game nặng đến làm việc đa nhiệm.
Pin siêu lớn 6000mAh, sạc nhanh HyperCharge 90W, cùng công nghệ sạc nhanh tiên tiến giúp bạn sử dụng thoải mái cả ngày mà không lo gián đoạn.
Màn hình AMOLED CrystalRes 1.5K, tần số quét 120Hz mang lại hình ảnh sắc nét, màu sắc sống động và chuyển động mượt mà.
Camera chất lượng cao 50MP tích hợp OIS với tính năng chống rung quang học (OIS) cho ra những bức ảnh và video sắc nét.
Độ bền cao với khả năng chống bụi, chống nước chuẩn IP68 giúp bạn yên tâm sử dụng trong nhiều điều kiện môi trường khác nhau.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-nubia-neo-3-gt-12gb-256gb.html,Nubia Neo 3 GT 12GB 256GB,Nubia,6590000,Giảm 6%,,,16MP,50MP + 2MP,,,,1080x2392,,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,22.0,"Hiệu suất mạnh mẽ Chip Unisoc T9100 6nm 5G với tốc độ lên đến 2.7GHz, hiệu suất liền mạch và tốc độ nhanh chóng
Hệ thống tản nhiệt hiệu quả VC lớn 4083 mm² đảm bảo quản lý nhiệt tốt, duy trì hiệu suất tối ưu cho trải nghiệm chơi game
Pin khủng 6000mAh với công nghệ sạc nhanh 80W, người dùng có thể nạp đầy pin nhanh chóng và sử dụng lâu dài
Hệ thống chụp ảnh AI Neovision tạo điều kiện chụp ảnh và video chất lượng cao với nhiều tính năng AI thông minh
Màn hình OLED 120Hz và độ sáng tối đa 1300 nits, mang đến trải nghiệm hình ảnh sống động và chân thực",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-14.html,iPhone 14 128GB | Chính hãng VN/A,Apple,12590000,Giảm 16%,,,"12MP, ƒ/1.9","Camera góc rộng: 12MP, ƒ/1.5
Camera góc siêu rộng: 12MP, ƒ/2.4",3.22 GHz,,,2532x1170,,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.9/5,42.0,"Tuyệt đỉnh thiết kế, tỉ mỉ từng đường nét - Nâng cấp toàn diện với kiểu dáng mới, nhiều lựa chọn màu sắc trẻ trung
Nâng tầm trải ngiệm giải trí đỉnh cao - Màn hình 6,1"""" cùng tấm nền OLED có công nghệ Super Retina XDR cao cấp
Chụp ảnh chuyên nghiệp hơn - Cụm 2 camera 12 MP đi kèm nhiều chế độ và chức năng chụp hiện đại
Hiệu năng hàng đầu thế giới - Apple A15 Bionic 6 nhân xử lí nhanh, ổn định",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-16.html,iPhone 16 128GB | Chính hãng VN/A,Apple,18990000,Giảm 17%,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2556x1179,,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.8/5,32.0,"iPhone 16 được trang bị vi xử lý Apple A18, cho hiệu năng mạnh mẽ, đáp ứng tốt các tác vụ nặng như chơi game, thiết kế đồ họa và chạy đa nhiệm.
Điều khiển Camera - Giúp bạn truy cập nhanh các công cụ camera dễ dàng hơn chỉ cần trượt ngón tay.
Hệ thống camera mới - Chụp ảnh và quay video macro cực kỳ chi tiết và sắc nét dù từ xa hay gần.
Vỏ máy iPhone 16 được làm từ nhôm chuẩn hàng không vũ trụ cứng cáp và kính pha màu ở mặt sau vừa đẹp vừa bền bỉ.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/dien-thoai-nothing-phone-2a-12gb-256gb.html,Nothing Phone 2A 5G 12GB 256GB - Chỉ có tại CellphoneS,Chuẩn NFC,7690000,Giảm 25%,,,"32 MP, f/2.2, 1/2.74""","50 MP, f/1.88, 1/1.56""
50 MP, f/2.2, 1/2.76"", 114° FOV",Up to 2.8 GHz,,,1080x2412,,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,3.0,"Màn hình 6.7 inch AMOLED, tần số quét 120Hz, hiển thị mượt mà, màu sắc rực rỡ.
Chip MediaTek Dimensity 7200 Pro mạnh mẽ với chip hàng đầu, xử lý đa nhiệm và game nặng mượt mà.
Camera kép với cảm biến 50MP, chụp ảnh sắc nét, quay video 4K ấn tượng.
Pin 5000mAh, sạc nhanh - Dung lượng pin lớn, hỗ trợ sạc nhanh, đáp ứng nhu cầu dùng cả ngày dài.",CellphoneS,,,,,,,,,
https://cellphones.com.vn/iphone-15-plus.html,iPhone 15 Plus 128GB | Chính hãng VN/A,Apple,19290000,Giảm 16%,,,"12MP, ƒ/1.9",Chính 48 MP & Phụ 12 MP,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2796x1290,,6.7,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",4.8/5,54.0,"Thiết kế dẫn đầu xu hướng - Nhiều màu sắc trendy cùng chất liệu kính pha màu và khung nhôm vô cùng bền bỉ
Nắm bắt và tương tác mọi thông tin dễ dàng hơn với Dynamic Island mở rộng
Chụp ảnh chân dung xuất sắc mọi khoảnh khắc - Camera chính 48MP với tele 2X và chế độ chỉnh sửa đa dạng
Hiệu năng cân mọi tác vụ - A16 Bionic mạnh mẽ cho mọi thao tác mượt mà và nhanh chóng",CellphoneS,,,,,,,,,
